budget_millions,runtime_minutes,genre_primary,sequel_number,director_avg_gross,lead_actor_avg_gross,studio_tier,release_month,is_holiday_release,mpaa_rating,num_theaters_opening,marketing_spend_millions,critic_score_pre_release,social_media_buzz_index,plot_summary,worldwide_gross_millions
1.3,108,7,0,26.3,13.2,2,9,0,2,1731,0.6,66,17.8,"The avant-garde visual style creates a meditative atmosphere throughout. A couple separated by circumstance must decide if love is worth the distance. The experimental narrative challenges conventional storytelling in subtle ways. A couple separated by circumstance must decide if love is worth the distance. The quiet, introspective approach emphasizes mood over spectacle. An intimate character study unfolds at a contemplative and deliberate pace.",3.9
11.2,100,5,0,10.2,24.6,2,12,1,2,2582,5.4,46,11.1,A lost animal travels across a colorful world to find its way back home. An intimate character study unfolds at a contemplative and deliberate pace. A group of toys comes to life and must protect their owner from a shadowy villain. A plucky creature discovers it has a special destiny to restore balance to the realm. An intimate character study unfolds at a contemplative and deliberate pace. A group of toys comes to life and must protect their owner from a shadowy villain.,21.6
252.7,128,6,0,15.1,20.9,2,12,1,3,3936,154.9,82,35.1,"The story builds to a spectacular climax of epic proportions. A witness to a crime is drawn into the criminal underworld's most dangerous game. The stakes are enormous, and the payoff is nothing short of spectacular. Massive action sequences and explosive confrontations define this blockbuster spectacle. An analyst stumbles upon evidence of a conspiracy that could topple the government.",101.6
82.8,100,3,0,24.0,10.5,1,9,0,3,1435,27.9,59,47.9,Strong character development elevates the story above familiar territory. The engaging story balances humor and heart with well-crafted pacing. An investigator probing mysterious disappearances becomes the next target. The film delivers an enjoyable blend of tension and emotional resonance. The engaging story balances humor and heart with well-crafted pacing. A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion. A student conducting research in a remote cabin awakens something underground. The film delivers an enjoyable blend of tension and emotional resonance. Strange occurrences in a cursed village point to a terrifying supernatural force.,46.6
61.1,167,3,0,67.9,13.3,0,12,1,1,2705,35.1,50,22.9,"An investigator probing mysterious disappearances becomes the next target. The stakes are enormous, and the payoff is nothing short of spectacular. Residents of a quiet suburb realize their neighbors are not what they seem. A student conducting research in a remote cabin awakens something underground. A group of college students discovers an ancient evil beneath an abandoned asylum. The story builds to a spectacular climax of epic proportions. The globe-spanning adventure takes audiences on a monumental journey. A haunted artifact passes between victims, each confronting their deepest fears. A group of college students discovers an ancient evil beneath an abandoned asylum.",72.7
4.2,96,5,1,500.0,38.3,1,3,0,2,2264,1.7,89,86.6,"The saga continues as A young hero embarks on a magical quest to save an enchanted kingdom. An imaginative child brings a fantastical world to life and must defend it. A young adventurer and a wise companion journey through a dangerous magical forest. The avant-garde visual style creates a meditative atmosphere throughout. The experimental narrative challenges conventional storytelling in subtle ways. The quiet, introspective approach emphasizes mood over spectacle.",23.8
30.5,133,5,2,125.8,112.4,1,5,0,3,2820,17.1,25,29.7,"In the latest installment, A young hero embarks on a magical quest to save an enchanted kingdom. Compelling performances anchor this entertaining and accessible film. Unlikely friends from different worlds team up to defeat a powerful sorcerer. The engaging story balances humor and heart with well-crafted pacing. The film delivers an enjoyable blend of tension and emotional resonance. Intriguing twists keep the audience invested from beginning to end. A lost animal travels across a colorful world to find its way back home.",38.8
59.6,122,4,1,40.5,43.9,1,7,1,2,2435,24.6,60,80.3,"In the latest installment, The story builds to a spectacular climax of epic proportions. A crew aboard a deep-space vessel encounters an alien signal that defies explanation. A quantum physicist accidentally opens a gateway to an alternate timeline. In a dystopian future, an android questions the nature of its own existence. A scientist races to prevent a catastrophic experiment from unraveling reality. A sweeping score accompanies the visually stunning world-building. The story builds to a spectacular climax of epic proportions. A scientist races to prevent a catastrophic experiment from unraveling reality. Massive action sequences and explosive confrontations define this blockbuster spectacle. The globe-spanning adventure takes audiences on a monumental journey.",79.3
18.9,131,6,0,9.4,10.5,1,5,0,3,1997,8.0,83,15.5,A political cover-up unravels as key players begin to turn on each other. Understated performances convey deep emotion through restraint and silence. A political cover-up unravels as key players begin to turn on each other. An analyst stumbles upon evidence of a conspiracy that could topple the government. A witness to a crime is drawn into the criminal underworld's most dangerous game. A journalist investigating a corporate scandal becomes a target of powerful forces. A cyber operative races against time to stop an imminent attack on infrastructure. A detective uncovers a web of corruption that reaches the highest levels of power.,21.9
300.0,137,0,0,24.7,23.9,2,8,0,0,4500,185.0,21,35.7,"An elite special forces team is deployed to neutralize a growing threat. A former soldier is pulled back into action when an old enemy resurfaces. Explosive combat sequences unfold across a post-apocalyptic wasteland. A squad of fighters defends a besieged city against overwhelming forces. A sweeping score accompanies the visually stunning world-building. Breathtaking visual effects and thrilling set pieces drive the narrative forward. An elite special forces team is deployed to neutralize a growing threat. Massive action sequences and explosive confrontations define this blockbuster spectacle. The stakes are enormous, and the payoff is nothing short of spectacular.",136.7
